Repo Type,Repo Name,Filename,ML TD Type,ML Pipeline Stage,NLC,CS,TFI,ANL,ANC,AVT,AVM,Weighted Average
Tool,kengz/SLM-Lab,slm_lab/env/__init__.py,DS Configuration,Data Acq,0.5220925021239735,-0.3164882932027684,-0.5719311958904213,-0.5672143999743297,-0.490820064886608,-0.5948583772412086,1.2981117570700476,-0.1030154388573307
Tool,kengz/SLM-Lab,slm_lab/agent/__init__.py,CDT,Training,-0.4345156953160811,-0.2954215840096104,-0.4578200331104815,-0.1649558846430648,-0.0125283526000974,-0.1133799801980282,-0.0718824100006215,-0.2215005628397121
Tool,kengz/SLM-Lab,slm_lab/agent/algorithm/actor_critic.py,Proto,Training,-0.5961959540383439,-0.3533550342907951,-0.25419063056352,-0.2079155319114523,-0.2579675207471226,-0.2531995451930372,-0.6046579194169928,-0.36106887659446624
Tool,explosion/spaCy,spacy/cli/train.py,MCC,Training,-0.6164059863786268,-0.342821679694216,1.2194173163705295,-0.4565607630709073,-0.289434080765972,-0.4365062977258638,-0.8329902805954376,-0.2507573959800706
Tool,explosion/spaCy,spacy/training/pretrain.py,HP Conf,Modeling,-0.1313652102118385,-0.1479546196575037,1.3364796299120196,-0.4005830408727054,-0.3838337608225202,-0.3359536446848338,0.3847823123562681,0.045938809431269455
Tool,scikit-learn/scikit-learn,scikits/learn/glm.py,UMC,Modeling,0.0235783710636633,-0.1268879104643457,-0.5148756145004514,0.4403845995933046,0.0755780154526807,0.6281040908581805,1.374222544129529,0.2714434423046516
Tool,scikit-learn/scikit-learn,scikits/learn/datasets/mlcomp.py,DS Configuration,Data Acq,-0.2930454689341012,0.6789137161739509,-0.2453371782788695,-0.7208276841461396,-0.5600464969280767,-0.6732087109063908,-0.5285471323575112,-0.3345855650538769
Tool,scikit-learn/scikit-learn,scikits/learn/decomposition/sparse_pca.py,MLKnow,Other,-0.3604122434017107,-0.342821679694216,0.0409244455914965,-0.3198709763078561,-0.2957273927697419,-0.2858608084070944,-0.6046579194169928,-0.30977522491515935
Tool,scikit-learn/scikit-learn,sklearn/random_projection.py,MLKnow,Data Pre,0.5220925021239735,-0.3006882613078999,0.7855981544226552,-0.3250782062797819,-0.5097000008979177,-0.5482518555762057,-0.3002147711790663,-0.09660606267060612
Tool,scikit-learn/scikit-learn,sklearn/model_selection/_search.py,DS Configuration,Data Pre,-0.1313652102118385,2.216783487274491,4.742107608740912,1.91923791162022,0.3587770556223252,0.180387898485711,-0.0718824100006215,1.316292334504457
Tool,plstcharles/thelper,thelper/data/pascalvoc.py,Data Conf,Data Pre,-0.6164059863786268,0.2628462096090788,-0.3987970178794782,-0.2092173394044337,-0.0754614726377962,-0.0985172705332044,-0.756879493535956,-0.2703474815372024
Tool,weiHelloWorld/accelerated_sampling_with_autoencoder,MD_simulation_on_alanine_dipeptide/current_work/src/sample_with_classifier.py,Data Conf,Data Pre,-0.6366160187189096,-0.3112216159044789,-0.60832872194954,-0.5633089774953853,-0.440473568856449,-0.4315520611709226,-0.756879493535956,-0.5354829225188059
Tool,OpenMined/PySyft,test/torch_test.py,MLKnow,Data Pre,-0.6433526961656706,-0.342821679694216,-0.5670126112878376,0.8491521523894767,-0.1006347206528757,2.6446618589620496,-0.3763255582385479,0.20909524933033977
Tool,OpenMined/PySyft,syft/core/frameworks/torch/tensor.py,Data Conf,Modeling,-0.5086191472304515,-0.3533550342907951,-0.5040547283747675,3.6883942945819967,4.990654690396954,4.114051723109073,-0.3763255582385479,1.578678034279066
Tool,OpenMined/PySyft,syft/workers/base.py,HP Conf,Training,2.27362863828182,0.8211140032277681,0.4550692691290366,1.039216046364767,0.8244821439012959,0.345529116983753,0.8414470347131577,0.9429266075145141
Application,flairNLP/flair,flair/models/sequence_tagger_model.py,UMC,Modeling,-0.6096693089318658,-0.200621392640399,-0.3476437380126086,0.9116389120525858,0.5098165437128023,0.8227872384430946,-0.3002147711790663,0.11229906906350615
Tool,ray-project/ray,rllib/models/tf/__init__.py,MDepend,Modeling,-0.5086191472304515,0.6104469112961872,4.609305824471154,-0.8653283158670794,-0.7803124170600223,-0.8400013415894133,-0.9091010676549192,0.18805577805220794
Tool,NervanaSystems/neon,neon/layers/layer.py,Layer Conf,Modeling,0.1717852748924042,-0.3480883569925055,-0.3486274549331253,0.9676166342507878,1.378293600233045,1.1932540386070356,0.9936686088321208,0.5725574778413945
Application,geomstats/geomstats,geomstats/geometry/general_linear.py,MLKnow,Data Pre,-0.5355658570174954,-0.200621392640399,-0.282718421258505,-0.8796481982898753,-0.7803124170600223,-0.8511942463987251,-0.9091010676549192,-0.6341659429028488
Application,Drakkar-Software/OctoBot,trading/trader/trades_manager.py,Data Conf,Data Pre,-0.6029326314851049,-0.3480883569925055,-0.477494371520816,-0.6856788818356407,-0.5663398089318465,-0.6735756913919421,-0.0718824100006215,-0.4894274503083539
Application,dipy/dipy,dipy/segment/bundles.py,CDT,Data Pre,-0.2122053395729698,-0.3006882613078999,1.4358350388842085,-0.0725275526413825,-0.1761544646981142,-0.1722803481289966,-0.6046579194169928,-0.014668406697449609
Application,automagica/automagica,automagica/gui/graphs.py,MCM,Other,-0.6164059863786268,-0.090021169376319,-0.4892989745670166,2.121018073032343,0.7678423358673672,2.3606189631454173,1.145890182951084,0.7428062035248927
Application,jupyter/nbdime,nbdime/diffing/notebooks.py,Data Conf,Data Pre,-0.6231426638253877,-0.1848213607455304,-0.4214225070513628,-0.6778680368777521,-0.4971133768903779,-0.6807318108601905,-0.756879493535956,-0.5488541785409369
Application,jupyter/nbdime,nbdime/merging/generic.py,MLKnow,Data Pre,2.111948379559557,-0.342821679694216,-0.4627386177130651,-0.1558432321921947,0.4468834236751035,-0.0588833780936743,-0.2241039841195847,0.1877772730602751
Application,pyannote/pyannote-audio,pyannote/audio/pipeline/speaker_diarization.py,Data Conf,Evaluation,2.111948379559557,0.2259794685210522,-0.2866532889405719,-0.4825969129305361,-0.5411665609167671,-0.51760898503268,0.7653362476536761,0.18217690684481863
Application,mne-tools/mne-python,mne/io/kit/kit.py,Data Conf,Data Pre,-0.3738855982952326,-0.3533550342907951,2.862224573633456,0.6265430710896506,0.1699776955092289,0.6877384197602513,-0.756879493535956,0.4089090905529433
Application,mne-tools/mne-python,mne/io/ctf/trans.py,MLKnow,Data Pre,-0.1178918553183166,8.952863751786788,4.373213763547141,-0.6049668172707915,-0.2705541447546624,-0.4253133929165521,-0.4524363452980295,1.6364164228250824
